applications,seats,placements_pct,ad_budget,courses,annual_fees,last_year_admissions,admissions
3000,2127,72.1,637417,11,188212,1442,1819
2796,1670,81.5,252828,6,113288,1528,1172
2336,1339,84.7,604954,9,207728,1140,1025
2022,1823,79.0,261374,8,90236,1664,1398
3000,2178,72.2,364611,12,160653,2065,1645
3000,2126,74.5,787877,12,76737,1712,1763
1542,1026,80.3,256264,12,244529,696,874
2385,2059,79.6,350987,10,206524,1441,1692
3000,1672,87.7,296783,10,102799,1249,1370
3000,1691,75.8,158930,10,134793,1152,1338
2505,1836,70.3,432724,5,103098,1642,1390
1469,1009,98.0,352657,10,209158,746,884
2005,1540,79.4,580319,10,85307,1452,1337
2075,1196,84.7,668668,8,222071,1029,1081
2443,1923,82.2,471860,6,239884,1350,1633
1238,830,79.5,103181,11,193410,658,650
3000,1697,76.2,525624,11,112269,1341,1362
2485,1448,55.6,119881,12,138016,1155,1086
1720,1128,69.5,523777,6,158517,914,907
3000,1989,80.6,573222,7,180809,1311,1573
3000,1751,56.2,222393,7,192016,1499,1458
2128,1923,78.6,669929,9,171988,1531,1749
1685,1420,83.3,735981,8,136480,1260,1187
3000,1996,84.7,665423,7,230911,1786,1784
1139,961,82.8,299679,7,89244,691,779
2957,1575,85.7,502383,8,156595,1047,1285
3000,2086,90.8,738667,6,210724,1796,1824
1500,1073,86.8,310879,12,85653,1012,836
2753,1826,79.6,670420,9,198434,1432,1460
3000,1851,76.9,86822,9,218450,1347,1470
2329,1125,78.9,82626,9,190645,784,912
3000,1739,75.8,626992,7,77264,1280,1680
3000,1972,86.9,628242,6,106524,1476,1635
1600,1339,82.6,648064,9,134870,1041,1082
2363,1287,75.0,749619,8,115896,1090,1158
2515,1621,88.6,164893,9,243464,1186,1287
3000,1888,75.7,247029,11,189029,1256,1441
1333,1155,70.4,730682,5,126970,880,900
2719,2075,77.9,207610,6,237697,1881,1566
2037,1034,71.4,571205,5,204604,827,901
1641,1026,85.5,461933,6,124806,964,860
3000,2136,71.2,139899,10,141304,1711,1545
1291,848,77.1,285390,8,109900,621,746
1871,917,85.5,454668,10,244938,649,735
1641,853,72.3,693692,7,165527,732,686
1909,1364,81.3,589428,7,231810,1106,1203
2295,1867,70.2,527756,10,135637,1552,1645
1173,852,80.0,437144,6,225647,747,695
2867,1357,82.5,295052,9,84430,1178,1023
3000,1925,77.7,165856,5,246866,1276,1477
2812,1667,78.3,374535,8,234606,1485,1231
2102,1197,81.6,100533,9,138561,969,1087
2947,1961,75.8,231960,7,210576,1505,1547
2930,1474,85.1,391388,9,206645,1196,1288
1987,1186,89.0,381396,12,232720,989,974
1118,910,70.6,111893,12,128770,632,776
1755,1413,92.1,504123,10,156466,1095,1146
1379,816,75.6,475773,12,226375,613,644
3000,2005,94.0,136235,10,211251,1514,1639
2422,1683,75.7,759077,11,143857,1140,1512
2756,1340,83.7,151556,11,223002,935,1228
1882,970,83.6,695481,5,83217,678,904
1658,1208,74.9,80223,12,211858,920,1003
1754,1539,78.6,715242,7,111184,1413,1219
2437,2011,89.5,94198,6,125071,1431,1464
3000,1657,75.4,625625,12,161313,1284,1343
1358,1029,74.7,340417,8,153704,765,799
1385,918,68.8,611516,10,166100,814,669
3000,1979,90.5,369257,12,170336,1316,1788
3000,1583,74.2,131054,8,133017,1122,1149
1548,1264,87.6,632605,7,105665,901,980
1397,903,73.2,131302,6,209484,856,664
2445,1497,87.3,743927,11,144996,1229,1212
1651,974,84.5,116701,10,163522,674,803
3000,1544,76.2,425114,5,187822,1130,1170
2522,1957,72.1,600585,8,234187,1371,1637
2911,1464,72.8,363137,12,198822,1006,1274
1549,832,72.7,236408,7,82955,740,629
1462,854,86.5,626545,8,221748,682,696
2464,1318,79.3,644692,12,248137,1106,1087
2415,1555,69.1,744340,11,157685,1165,1233
1016,811,76.0,350839,11,244678,662,630
2783,1519,77.0,444501,6,170783,1105,1236
2271,1354,60.9,341452,5,155433,1005,940
2113,1172,76.4,265099,11,132996,991,908
1888,1283,83.8,620744,6,190072,892,1075
3000,1772,76.9,324549,11,115219,1480,1440
3000,2051,80.0,388268,10,93363,1858,1391
1698,1422,81.9,370645,9,79766,976,1180
1764,1106,75.3,593116,6,126167,1017,973
2427,1256,83.8,740813,6,144260,846,1045
1893,959,89.7,560064,8,171613,724,739
1858,1130,65.8,419539,11,126231,941,866
3000,1575,75.2,641028,6,247210,1288,1252
1428,1024,96.6,541499,7,126055,695,922
2765,1782,79.4,123639,10,152171,1585,1293
3000,1528,77.7,148878,8,93073,1439,1176
3000,1868,75.9,107300,8,120610,1316,1589
3000,2037,88.2,408908,9,83458,1871,1692
3000,1882,70.5,674614,10,172914,1538,1595
1728,1443,85.4,305420,12,206436,1343,1159
2903,1415,75.8,356595,7,109249,994,1212
1444,994,72.0,734824,10,139384,882,857
1669,1288,76.2,682570,6,77908,860,1175
1303,956,77.6,558835,9,221916,875,879
2198,1409,74.0,272099,7,211494,1201,1119
2820,2049,86.9,164270,9,86069,1559,1608
1759,1211,72.1,91562,10,138852,856,933
2532,2028,79.1,157048,5,242175,1815,1469
2712,1902,82.3,290669,10,143605,1581,1537
3000,1947,79.0,477289,6,167087,1476,1431
2014,1270,84.2,126080,9,137168,995,952
3000,2041,74.5,178084,5,179323,1833,1624
2526,1315,83.0,210378,6,246177,988,1078
3000,1927,83.2,535027,9,249563,1304,1594
2304,1192,85.7,523369,9,210575,1101,1037
2095,1430,62.9,476551,10,145754,1096,1247
2700,1407,82.1,260361,11,161526,1062,1125
2254,1779,85.2,347206,9,137428,1265,1301
1533,1233,74.7,149617,9,247476,1133,978
3000,2154,73.6,243052,8,198858,1541,1722
3000,1966,72.4,726348,11,153563,1653,1743
1836,1339,69.7,785378,9,77120,1224,1042
1260,1077,83.3,546315,10,166085,711,809
1285,1032,96.3,740113,8,247187,927,905
3000,1913,73.6,542774,8,166536,1479,1581
3000,2022,74.3,103901,12,106925,1713,1534
1600,1161,78.1,797669,5,78866,884,1054
1411,825,65.2,151246,6,137073,708,620
3000,1848,72.4,571502,8,235690,1342,1629
2378,1306,77.5,262042,7,249397,857,1092
2881,2124,70.8,362226,8,240439,1985,1546
3000,2162,87.6,545073,12,202648,1416,1738
1535,1066,67.6,394271,7,172675,956,763
2348,1260,85.2,260393,12,178370,883,1067
1403,1255,89.7,320801,12,169324,963,1027
3000,2183,81.1,325915,11,198734,1958,1908
2812,1891,76.9,770713,5,148303,1346,1634
3000,1806,80.0,655001,7,192111,1643,1398
1961,1662,74.5,410155,5,96282,1328,1250
2540,1290,61.7,223871,5,121497,980,845
2508,1872,70.2,663932,5,221301,1589,1536
2514,1363,77.9,193171,7,233156,1026,1260
3000,1925,70.5,231533,7,169326,1452,1492
1744,1015,74.7,343530,5,80536,883,808
2601,1358,81.8,713851,11,237220,1009,1187
1751,958,79.2,174886,5,197861,680,760
1921,1288,86.5,168009,11,147455,1149,1019
2955,1485,80.4,435662,6,179716,1324,1263
2941,2065,80.8,279016,11,150211,1651,1576
2753,1593,72.3,489484,11,156434,1287,1258
1544,804,67.4,405178,11,230192,690,603
1760,1160,74.7,393171,5,103190,931,909
1803,1258,72.2,160621,9,93142,975,894
1681,1047,76.7,181556,6,75478,993,881
3000,1745,69.5,671177,6,129950,1212,1399
2592,1221,84.7,717836,12,100797,1011,963
1383,814,72.2,248972,6,113497,745,584
2805,1535,75.1,161692,9,76967,1314,1214
3000,1945,77.8,118460,6,114759,1778,1543
1300,1076,87.0,517974,6,133225,808,893
1697,1252,92.1,595054,7,80524,916,999
3000,2117,92.6,348423,10,181383,1917,1683
2803,1397,67.7,569367,12,174540,1073,1129
2543,1245,75.0,593330,7,91981,1074,1076
1571,1009,73.5,753446,5,179127,701,843
1813,1513,81.0,126709,12,249764,1327,1145
1741,1101,80.5,218450,5,240282,897,816
2770,2046,73.3,129339,12,75467,1495,1529
1139,802,72.7,704956,11,214191,640,676
3000,1789,70.0,650663,8,136881,1537,1602
2267,1916,56.8,493742,12,86139,1252,1528
2652,1319,67.6,140238,10,126797,1110,1007
2029,1292,84.9,276785,9,131304,1050,1013
3000,2058,89.7,294358,7,166568,1474,1825
1701,1419,88.8,483735,12,190690,1243,1244
2919,1984,85.3,265792,5,206085,1470,1652
1354,1130,69.9,132531,9,118033,828,891
2443,1132,68.6,606149,6,131310,896,930
1688,849,63.5,295338,9,128967,724,721
2669,1662,73.3,405709,7,138479,1543,1201
1442,1071,78.7,171920,10,249940,742,917
2933,1379,69.9,657835,8,211140,1060,1210
3000,2075,81.4,487183,11,245623,1390,1771
1736,1359,83.2,729142,7,196294,1193,1090
2571,1495,74.2,436740,11,146097,1173,1298
3000,1913,67.3,757826,10,143205,1649,1721
1375,1245,89.0,722145,5,160502,930,994
2473,1816,78.3,495051,11,147952,1640,1433
3000,2155,93.5,752403,5,219957,1747,1729
2527,1962,78.7,312624,9,156375,1831,1603
1416,1156,79.3,343262,7,126733,779,901
1853,1073,70.3,112744,5,210601,863,920
3000,1842,74.6,504225,6,224524,1621,1345
1804,1110,65.5,599785,6,148575,921,845
3000,1669,67.3,636934,8,191867,1096,1381
3000,1685,83.9,187868,9,85291,1587,1403
1126,953,75.7,399795,5,167656,705,769
3000,2083,74.6,207342,8,82872,1510,1616
2198,1419,72.1,556732,6,80108,1129,1170
2382,1682,74.9,193721,8,182262,1367,1304
2735,1596,87.1,730998,12,128084,1404,1491
1326,924,79.2,246057,8,204944,710,698
2602,2177,68.6,289810,5,231814,1702,1588
2309,2096,86.2,692653,5,99393,1699,1802
2261,1418,91.8,410097,5,201791,1089,1268
2109,1044,82.0,97277,9,165041,965,794
2849,1647,85.1,436102,11,94621,1491,1401
2747,1249,87.8,140871,8,189029,982,979
2447,1729,64.7,789448,8,181657,1124,1481
2916,2070,92.9,503440,9,165237,1905,1567
1683,1319,86.8,264703,6,237132,907,1010
2515,1964,81.9,485877,7,166189,1421,1530
1641,1161,77.0,135344,11,248340,808,883
1592,807,67.3,655922,6,164115,568,565
2677,1277,75.3,746236,9,95274,1138,1232
3000,2175,81.6,709600,11,157332,1792,1589
1754,1294,69.2,326065,11,106908,1212,1050
3000,1632,77.4,314553,8,179498,1174,1205
2721,1862,68.5,105263,8,196298,1482,1281
1704,1392,74.9,549008,5,156976,1313,1116
2028,986,67.2,465131,5,92098,885,823
2795,1553,66.3,410729,12,157012,1349,1180
1143,892,80.7,733494,8,89254,630,701
1392,885,73.4,200873,8,194372,780,627
2644,1867,74.1,86960,10,213314,1408,1445
1788,936,72.9,132788,11,243417,757,689
1950,1220,98.0,240827,5,101040,1016,1059
1910,873,82.9,103966,5,168174,727,629
2296,1979,83.7,442047,6,174319,1718,1630
3000,2078,71.8,306145,8,236433,1763,1781
1581,970,82.0,209948,11,184773,650,781
1602,969,76.2,620061,8,100464,763,720
2419,1671,71.7,227205,9,151361,1419,1327
2132,1121,93.4,575076,6,189583,828,943
2588,1255,82.6,331471,7,197550,934,1020
3000,1743,82.2,448516,7,226038,1198,1565
3000,1589,70.2,752384,7,106589,1232,1346
2874,1412,67.8,106893,11,241520,1336,1139
3000,1978,77.5,440190,10,85349,1455,1549
3000,1688,73.4,695185,5,247158,1366,1377
1646,1148,82.9,503341,11,225109,1002,1021
3000,1996,83.4,279347,7,190548,1305,1594
1172,809,78.5,366330,9,203624,744,660
2484,1539,84.6,569791,12,87721,1179,1392
2953,2088,79.5,721385,11,82259,1902,1955
3000,2070,71.0,109568,11,92809,1370,1468
2117,1466,76.4,131508,12,90288,1017,1110
1625,1345,79.1,314037,5,170792,1004,1135
1559,928,85.4,247601,5,112703,699,824
1628,1400,79.8,270750,7,225536,1266,1064
1715,1404,73.4,239314,5,153006,917,1077
1510,1126,85.7,220994,12,196714,948,924
2866,1779,81.0,174049,6,189253,1226,1399
1897,1203,90.4,752447,12,130974,1079,1079
2827,1428,78.7,183816,12,117554,1262,1255
3000,2182,69.7,227171,6,134930,1746,1453
2380,1517,87.4,257311,12,214415,1083,1191
2699,1840,73.4,751771,7,177598,1546,1594
1554,1073,80.4,624114,11,119369,748,880
2896,1484,79.5,648584,9,218123,1049,1292
1059,915,78.4,155426,5,84583,767,734
1849,1660,76.6,682143,8,197357,1573,1498
2947,1492,64.8,373899,11,151843,1369,1228
3000,1914,70.0,269233,7,202976,1585,1621
2370,1905,87.0,494540,10,237306,1546,1590
1526,1123,81.4,671972,5,206256,1066,909
3000,1760,93.3,640630,7,152344,1433,1376
1867,913,69.7,720798,12,101421,709,744
3000,1881,77.8,748255,7,216111,1736,1590
1554,953,87.3,251448,9,155623,686,770
3000,2089,73.5,385178,8,88180,1419,1678
2420,1114,74.1,90533,5,200835,936,953
3000,1864,75.7,713112,7,126074,1265,1632
1208,904,74.4,191292,7,83555,689,725
3000,2016,82.3,700262,11,232981,1567,1916
2767,2101,63.8,317159,5,159543,1711,1543
1539,1153,91.1,345056,12,124168,1092,924
3000,1815,70.3,108175,7,200368,1300,1483
2368,1532,61.1,315353,7,230033,1168,1208
3000,1508,77.9,719622,7,75054,1040,1287
2490,2079,75.0,98394,6,195374,1730,1536
2411,1450,76.6,372556,6,209227,1259,1140
3000,1623,80.5,102608,8,111737,1290,1260
3000,1746,83.2,347065,9,160684,1264,1424
1857,1460,91.5,204301,11,90625,1221,1151
1350,898,72.5,261597,11,205681,729,734
2470,1387,84.2,711871,5,223305,973,1229
1379,1081,83.7,393955,9,93933,834,842
2602,1202,56.9,277135,12,217881,938,1004
3000,1932,71.3,504324,9,210025,1825,1446
1924,1499,67.7,182317,11,135710,1356,1185
1231,998,81.6,266762,12,195801,869,825
2538,2126,80.7,473299,6,75008,1949,1686
2365,1126,80.9,251017,8,238065,980,911
1251,953,75.6,568972,12,171317,878,780
2105,1351,76.4,433874,12,183559,900,1078
1919,1204,77.8,635832,9,191315,947,1011
2218,1261,74.8,762736,11,173240,1102,1056
1098,931,84.2,163380,9,224934,768,775
2146,1590,69.4,320959,7,181698,1117,1058
3000,1673,71.7,310075,5,233858,1258,1294
1854,883,79.0,188852,8,176908,658,618
3000,1553,75.1,663418,11,104946,1131,1251
1600,1427,69.1,627113,5,234873,1074,1089
2820,1932,82.3,428786,12,194285,1554,1729
1827,1020,73.4,467195,6,197367,925,881
1896,1352,71.2,122872,9,247459,1180,1031
3000,2191,76.6,479965,9,88159,1973,1782
3000,1970,70.9,649766,10,150004,1803,1742
1074,911,77.7,493156,5,116842,706,771
2969,1414,75.1,271021,6,185325,1066,1079
3000,1723,73.9,560635,11,216192,1150,1501
1510,1274,73.9,340272,10,244104,1184,941
2756,1635,86.0,472309,12,154554,1095,1353
1534,1070,81.0,431047,10,212588,933,906
1869,1220,64.3,354446,7,235484,931,904
1954,1506,85.1,597592,10,194582,1408,1237
3000,2190,82.1,716391,10,117478,1699,1685
3000,2103,81.7,83753,7,181374,1882,1650
3000,2106,85.1,752204,9,244742,1547,1716
1000,839,78.1,448291,9,247822,621,639
1761,988,83.0,584527,12,187413,819,917
2929,1987,74.3,696050,8,230223,1886,1588
3000,1793,84.8,416315,10,110061,1444,1555
2107,1335,79.7,681181,5,118064,1243,1182
2397,1827,67.0,207886,9,241755,1618,1472
1427,1089,86.3,194601,6,98666,968,830
2397,1232,77.0,553379,11,108444,962,1019
1768,1270,75.9,706503,5,148596,973,986
3000,2004,74.5,722547,8,178177,1418,1502
2747,2071,75.0,543493,10,180668,1945,1775
2075,1427,79.8,458352,7,126096,1338,1200
1738,1078,70.1,318603,8,236107,942,872
3000,1676,65.5,785600,5,235142,1238,1153
2932,1380,69.5,310181,7,143612,999,1081
2206,1662,81.1,615814,12,151001,1573,1457
1573,1053,76.7,463027,6,197937,705,910
1239,980,86.9,518129,7,191024,885,817
2458,1480,77.5,363306,7,141902,1120,1197
2609,1624,84.7,774673,6,147493,1260,1334
3000,1499,72.5,491611,9,135907,1348,1269
2898,1365,74.5,755207,9,116192,924,1163
3000,2149,78.1,85466,7,155174,1625,1546
3000,2180,76.8,492323,11,195126,2040,1663
3000,1479,76.1,596375,7,204844,1272,1169
2365,1190,71.0,616458,8,211303,1043,1015
2106,1908,65.3,731583,11,140578,1674,1440
3000,2140,83.0,83169,9,208811,1430,1619
1581,1011,82.2,80238,6,76140,719,838
1600,1183,73.1,420030,10,158484,943,863
1506,1141,81.0,101091,10,213933,868,906
1876,1643,76.7,781663,7,185258,1270,1412
3000,1861,86.8,239887,7,157961,1646,1454
1693,1219,67.5,420319,10,187812,798,1006
1794,1550,77.0,124019,8,233716,1315,1155
2697,1992,76.3,455875,8,174117,1295,1677
3000,2166,79.3,353568,8,214963,1449,1606
2250,1105,90.3,112155,12,246630,854,1010
2449,1501,77.0,321289,5,198474,1354,1284
2598,1668,83.9,361834,6,175332,1157,1149
2907,1336,76.8,792743,5,81560,1091,1221
2555,1935,86.6,229678,7,140534,1652,1461
1344,1005,84.0,472241,8,173952,722,891
2853,2008,75.3,790867,8,214511,1614,1798
1671,1295,74.8,650254,10,151668,1196,1005
2837,1870,81.9,795225,12,243010,1503,1691
2739,1303,72.8,777175,10,122564,908,1085
3000,1845,79.5,432468,11,205299,1547,1574
1572,1012,75.2,581391,8,148330,838,835
2360,1109,80.9,159519,12,160048,730,859
1684,1460,76.7,397627,9,215438,989,1060
2066,1552,72.5,662493,10,126838,1082,1306
1845,1071,86.8,443841,6,91942,740,904
3000,1737,79.9,585943,12,166045,1264,1469
2316,2025,77.6,616941,5,167539,1592,1550
1283,831,81.4,262498,12,214504,633,652
2253,1242,64.6,710504,6,244456,1139,956
1795,961,94.7,411072,10,84678,801,853
2822,1566,78.2,231333,8,178546,1430,1072
1530,1053,62.3,703099,7,194224,851,904
1588,1320,87.6,380830,12,247515,894,1079
2788,1776,72.0,620225,9,239953,1401,1517
1004,809,86.3,474584,10,199679,725,692
3000,1525,79.0,354948,6,166313,1080,1239
2116,1304,65.4,663111,12,103267,883,1067
2295,1584,80.1,500818,7,142231,1186,1375
2400,1235,79.5,361205,10,177396,947,912
3000,1934,87.2,158910,8,201910,1435,1650
1372,952,82.2,724721,11,186195,657,765
3000,1716,68.1,105538,8,199971,1245,1276
3000,1668,86.0,701495,8,150102,1426,1559
3000,1925,74.7,339172,8,202335,1474,1740
1787,1552,91.8,540324,10,100155,1303,1313
3000,2014,75.2,743984,11,103453,1633,1583
2642,1362,76.3,189229,9,103496,1110,1139
2380,1904,71.4,488204,9,230901,1380,1518
1741,1288,74.0,630392,6,88306,1039,978
3000,1694,71.9,625460,10,215264,1113,1441
2144,1911,87.4,458455,12,115875,1490,1457
3000,2017,67.3,529812,12,156975,1658,1672
